1,0,6,1,6,10,1,12,16,0,18,24,0
2,0,6,1.121076233,6,10,0,10,16,0,16,24,0
3,0,4,1,12,15,0,15,16,0,16,24,0
4,0,5,1.428571429,10,15,0,15,18,0,21,24,0
5,0,5,1,10,15,0,15,18,0,21,24,0
6,0,4,1,10,15,0,15,18,0,21,24,0
7,0,4,1,8,15,0,15,18,0,21,24,0
8,0,4,1,8,15,0,15,18,0,21,24,0
9,0,4,1,8,15,0,15,18,0,21,24,0
10,0,4,1,8,15,0,15,18,0,21,24,0
11,0,4,1,8,15,0,15,18,0,21,24,0
12,0,3,0,6,11,1,13,17,0,22,24,0
13,0,3,0,5,17,1,18,19,0,22,24,0
14,0,3,0,9,15,1,18,19,0,22,24,0
15,0,5,1,12,15,0,18,19,0,22,24,0
16,0,5,1,12,15,0,18,19,0,22,24,0
17,0,5,1,12,15,0,18,19,0,22,24,0
18,0,4,1,12,15,0,16,17,0,20,24,0
19,0,4,1,12,15,0,16,17,0,22,24,0
20,0,4,1,12,15,0,16,17,0,22,24,0
21,0,4,1,12,15,0,16,17,0,22,24,0
22,0,2,0,12,15,0,16,17,0,20,24,1
23,0,2,0,12,15,0,16,17,0,20,24,1
24,0,4,0,9,14,1,16,17,0,21,24,0
25,0,4,0,7,10,1,16,17,0,21,24,0
26,0,4,1,7,10,0,16,17,0,21,24,0
27,0,5,1,7,10,0,16,17,0,21,24,0
28,0,5,1,7,10,0,16,17,0,21,24,0
29,0,5,1,7,10,0,16,17,0,21,24,0
30,0,4,0,7,10,0,16,17,0,21,24,1
31,0,4,1,12,14,0,15,17,0,21,24,0
32,0,3,1,5,9,0,10,14,0,21,24,0
33,0,7,1,10,12,0,12,14,0,21,24,0
34,0,3,1,10,12,0,12,14,0,21,24,0
35,0,3,0,9,14,1,17,18,0,21,24,0
36,0,5,1,9,14,0,17,18,0,21,24,0
37,0,4,1,9,14,0,17,18,0,21,24,0
38,0,5,1,9,14,0,17,18,0,21,24,0
39,0,4,1,9,14,0,17,18,0,21,24,0
40,0,4,1,9,14,0,17,18,0,21,24,0
41,0,3,0,9,14,0,17,18,0,21,24,1
42,0,3,1,12,15,0,18,19,0,22,24,0
43,0,3,1,12,15,0,18,19,0,22,24,0
44,0,3,1,12,15,0,18,19,0,22,24,0
45,0,3,0,12,15,0,18,19,0,20,24,1
46,0,4,0,12,15,0,18,19,0,20,24,1
47,0,4,0,12,15,0,18,19,0,20,24,1
48,0,4,0,12,15,0,18,19,0,20,24,1
49,0,4,1,12,15,0,18,19,0,20,24,0
50,0,5,1,12,15,0,18,19,0,20,24,1
